Domain,Area,Element,Item,Year,Unit,Value
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,15
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,15
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,15
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,16
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,17
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,17
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,20
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,24
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,23
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,26
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,30
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,31
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,36
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,41
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,40
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,46
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,46
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,49
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,46
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,47
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,54
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,54
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,65
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,63
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,69
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,69
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,66
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,81
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,89
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,96
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,99
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,105
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,104
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,104
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,113
Trade Indices,Guatemala,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,107
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,69
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,45
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,50
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,34
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,36
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,60
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,51
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,45
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,34
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,36
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,35
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,27
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,24
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,13
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,12
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,11
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,7
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,6
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,7
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,8
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,8
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,7
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,9
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,4
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,5
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,6
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,7
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,15
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,14
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,12
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,9
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,17
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,26
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,24
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,41
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,38
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,46
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,38
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,42
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,29
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,26
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,38
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,49
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,45
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,52
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,61
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,60
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,50
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,44
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,50
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,68
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,85
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,53
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,43
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,74
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,182
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,190
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,95
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,104
Trade Indices,Guinea,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,121
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,12
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,11
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,9
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,10
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,10
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,9
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,9
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,9
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,11
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,11
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,5
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,9
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,8
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,6
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,7
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,7
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,12
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,7
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,7
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,6
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,5
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,8
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,7
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,11
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,7
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,6
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,9
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,11
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,8
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,12
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,13
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,3
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,11
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,30
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,19
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,10
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,37
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,26
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,42
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,48
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,52
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,49
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,46
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,51
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,58
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,44
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,69
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,55
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,79
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,38
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,87
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,59
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,122
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,92
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,91
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,118
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,85
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,43
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,57
Trade Indices,Guinea-Bissau,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,64
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,75
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,73
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,64
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,58
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,75
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,72
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,75
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,72
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,79
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,64
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,77
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,70
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,51
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,66
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,69
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,72
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,53
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,71
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,64
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,61
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,63
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,53
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,46
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,46
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,44
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,46
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,47
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,35
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,39
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,33
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,37
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,63
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,66
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,77
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,78
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,94
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,98
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,90
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,97
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,89
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,92
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,89
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,88
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,102
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,87
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,82
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,85
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,76
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,80
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,62
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,67
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,76
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,79
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,129
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,81
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,90
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,82
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,54
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,69
Trade Indices,Guyana,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,126
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,379
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,363
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,527
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,277
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,342
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,384
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,347
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,324
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,277
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,234
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,298
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,267
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,222
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,192
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,285
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,239
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,149
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,206
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,143
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,325
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,145
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,182
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,295
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,274
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,222
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,249
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,205
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,205
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,202
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,158
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,222
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,111
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,130
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,96
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,149
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,138
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,137
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,132
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,124
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,132
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,99
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,108
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,92
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,95
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,94
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,104
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,90
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,94
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,93
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,76
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,89
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,87
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,83
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,108
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,101
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,91
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,91
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,69
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,99
Trade Indices,Haiti,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,112
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,22
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,21
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,20
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,22
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,33
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,41
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,44
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,49
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,44
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,41
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,52
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,47
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,46
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,37
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,22
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,38
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,41
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,43
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,54
Trade Indices,Honduras,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,56
